id,tweet,polarity,NO URL,NO STOPWORD,NO NUMBER,NO REPEAT,NO ACRONYM,NO NEGATION,OUR
2264791405,"@seriog tried, it allows only chars, numbers and underscore  I'll go with jankowarpspeed",0,@seriog tried alows chars numbers underscore i'l go jankowarpsped,@seriog tried it alows only chars numbers and underscore i'l go with jankowarpsped,@seriog tried alows chars numbers underscore i'l go jankowarpsped,@seriog tried allows chars numbers underscore i'll go jankowarpspeed,@seriog tried alows chars numbers underscore i'l go jankowarpsped,@seriog tried alows chars numbers underscore i'l go jankowarpsped,tried alows chars numbers underscore i'l go jankowarpsped
1824687073,Cancer is such a deadly horrible disease... We need to unite and fight to cure cancer for all... To many people lose the fight... So sad ,0,cancer deadly horrible disease ... need unite fight cure cancer ... many people lose fight ... sad,cancer is such a deadly horrible disease ... we need to unite and fight to cure cancer for all ... to many people lose the fight ... so sad,cancer deadly horrible disease ... need unite fight cure cancer ... many people lose fight ... sad,cancer deadly horrible disease ... need unite fight cure cancer ... many people lose fight ... sad,cancer deadly horrible disease ... need unite fight cure cancer ... many people lose fight ... sad,cancer deadly horrible disease ... need unite fight cure cancer ... many people lose fight ... sad,cancer deadly horrible disease ... need unite fight cure cancer ... many people lose fight ... sad
2071912209,What you know about them Lakers! Haha. . .yeaaaaah baby. ,4,know lakers haha . . . yeah baby,what you know about them lakers haha . . . yeah baby,know lakers haha . . . yeah baby,know lakers haha . . . yeaaaaah baby,know lakers haha . . . yeah baby,know lakers haha . . . yeah baby,know lakers haha . . . yeah baby
1977489431,"LeBron was tired u can totally tell by that he only got 25 pts., his attitude, he was so TIRED!    :@ :-S  :$  :'(",0,lebron tired totally tell got pts attitude tired :@ :'(,lebron was tired you can totally tell by that he only got pts his attitude he was so tired :@ s :'(,lebron tired totally tell got 25 pts attitude tired :@ :'(,lebron tired totally tell got pts attitude tired :@ :'(,lebron tired u totally tell got pts attitude tired :@ :'(,lebron tired totally tell got pts attitude tired :@ :'(,lebron tired totally tell got pts attitude tired :@ :'(
1998104602,I hate having my eyes dialated....I have a headache ,0,hate eyes dialated ... headache,i hate having my eyes dialated ... i have a headache,hate eyes dialated ... headache,hate eyes dialated ... headache,hate eyes dialated ... headache,hate eyes dialated ... headache,hate eyes dialated ... headache
1975783415,Sitting at McDonalds while JC &amp; Bethanie play in the tunnels and I miss my wonderful hubby!  ,0,sitting mcdonalds jc bethanie play tunels miss wonderful hubby,sitting at mcdonalds while jc bethanie play in the tunels and i miss my wonderful hubby,sitting mcdonalds jc bethanie play tunels miss wonderful hubby,sitting mcdonalds jc bethanie play tunnels miss wonderful hubby,sitting mcdonalds jc bethanie play tunels miss wonderful hubby,sitting mcdonalds jc bethanie play tunels miss wonderful hubby,sitting mcdonalds jc bethanie play tunels miss wonderful hubby
1883408938,"Found out that @Astro_Mike was NOT really tweeting from the space shuttle. It was just someone @ NASA. Bummer, I was so diggin that dude! ",0,found @astro_mike really tweting space shuttle someone nasa bummer digin dude,found out that @astro_mike was not really tweting from the space shuttle it was just someone nasa bummer i was so digin that dude,found @astro_mike really tweting space shuttle someone nasa bummer digin dude,found @astro_mike really tweeting space shuttle someone nasa bummer diggin dude,found @astro_mike really tweting space shuttle someone nasa bummer digin dude,found @astro_mike really tweting space shuttle someone nasa bummer digin dude,found _mike really tweting space shuttle someone nasa bummer digin dude
1997997283,No more orange drink at Mcdonalds  http://tinyurl.com/l2m3hb,0,orange drink mcdonalds htp://tinyurl.com/lmhb,no more orange drink at mcdonalds,orange drink mcdonalds,orange drink mcdonalds,orange drink mcdonalds,orange drink mcdonalds,orange drink mcdonalds
1822827385,Up holding Rae. She just threw up all over me &amp; has an underarm fever of 103.8!  Please pray for my sweet girl!,0,holding rae threw underarm fever please pray sweet girl,up holding rae she just threw up all over me has an underarm fever of please pray for my sweet girl,holding rae threw underarm fever 103.8 please pray sweet girl,holding rae threw underarm fever please pray sweet girl,holding rae threw underarm fever please pray sweet girl,holding rae threw underarm fever please pray sweet girl,holding rae threw underarm fever please pray sweet girl
1834389223,@kuuchuu He was also in Sydney too!!  ,0,@kuchu also sydney,@kuchu he was also in sydney too,@kuchu also sydney,@kuuchuu also sydney,@kuchu also sydney,@kuchu also sydney,also sydney
2062325265,I want to move to London ,0,want move london,i want to move to london,want move london,want move london,want move london,want move london,want move london
1467990530,@limbecky I'm doing the time warp without you and am sad. ,0,@limbecky i'm time warp without sad,@limbecky i'm doing the time warp without you and am sad,@limbecky i'm time warp without sad,@limbecky i'm time warp without sad,@limbecky i'm time warp without sad,@limbecky i'm time warp without sad,i'm time warp without sad
2216605801,waiting for taylor swift to follow me so i could message her...wish she would but im sure she wont  i want to talk to her soooooo bad,0,waiting taylor swift follow could message ... wish would im sure wont want talk bad,waiting for taylor swift to follow me so i could message her ... wish she would but im sure she wont i want to talk to her so bad,waiting taylor swift follow could message ... wish would im sure wont want talk bad,waiting taylor swift follow could message ... wish would im sure wont want talk soooooo bad,waiting taylor swift follow could message ... wish would im sure wont want talk bad,waiting taylor swift follow could message ... wish would im sure wont want talk bad,waiting taylor swift follow could message ... wish would im sure wont want talk bad
2070050937,@DatasWife Aww do you really work in McDonalds. ,0,@dataswife aw really work mcdonalds,@dataswife aw do you really work in mcdonalds,@dataswife aw really work mcdonalds,@dataswife aww really work mcdonalds,@dataswife aw really work mcdonalds,@dataswife aw really work mcdonalds,aw really work mcdonalds
1759088692,"watching you belong to mee video  --taylor swift is amazing, love her...my new idol lol ",4,watching belong video taylor swift amazing love ... new idol very funny,watching you belong to me video taylor swift is amazing love her ... my new idol very funny,watching belong video taylor swift amazing love ... new idol very funny,watching belong mee video taylor swift amazing love ... new idol very funny,watching belong video taylor swift amazing love ... new idol lol,watching belong video taylor swift amazing love ... new idol very funny,watching belong video taylor swift amazing love ... new idol very funny
1978842347,L.A. vs. Orlando...I have faith in L.A. Lakers. I'm a true fan! Go Lakers!!! ,4,l vs orlando ... faith l lakers i'm true fan go lakers,l a vs orlando ... i have faith in l a lakers i'm a true fan go lakers,l vs orlando ... faith l lakers i'm true fan go lakers,l vs orlando ... faith l lakers i'm true fan go lakers,l vs orlando ... faith l lakers i'm true fan go lakers,l vs orlando ... faith l lakers i'm true fan go lakers,l vs orlando ... faith l lakers i'm true fan go lakers
2053704763,@feliciaday Hey can you tell me if we can use Xbox 360 to use Twitter as Tickers/popups? That would be Sweet! ,4,@feliciaday hey tell use xbox use twitter tickers popups would sweet,@feliciaday hey can you tell me if we can use xbox to use twitter as tickers popups that would be sweet,@feliciaday hey tell use xbox 360 use twitter tickers popups would sweet,@feliciaday hey tell use xbox use twitter tickers popups would sweet,@feliciaday hey tell use xbox use twitter tickers popups would sweet,@feliciaday hey tell use xbox use twitter tickers popups would sweet,hey tell use xbox use twitter tickers popups would sweet
2177334527,haha realized today my dad says &quot;back home&quot; not &quot;in England&quot; I like that  he has his priorities ,4,haha realized today dad says back home england like priorities,haha realized today my dad says back home not in england i like that he has his priorities,haha realized today dad says back home england like priorities,haha realized today dad says back home england like priorities,haha realized today dad says back home england like priorities,haha realized today dad says back home england like priorities,haha realized today dad says back home england like priorities
